plate	well	controlStatus	GeneID	GeneSymbol	LocusID	Accession	VehAvg	DrugAvg	ratio	FDR	Vnorm.1	Vnorm.2	Dnorm.1	Dnorm.2	Vraw.1	Vraw.2	Draw.1	Draw.2	Batch	SI_dev
20	G08	sample	M-010588-00	LGP1	84514	NM_032484	0.7566015799	0.5126329015	0.6775466971	0.0002725513	0.8234870788	0.689716081	0.5612808152	0.4639849877	100696	95276	44944	38572	11	-0.322453302942145
20	G10	sample	M-017291-00	MCM8	84515	NM_032485	0.8001999075	0.525091708	0.6562006607	7.93e-05	0.8752698724	0.7251299425	0.5440967105	0.5060867055	107028	100168	43568	42072	11	-0.343799339250973
20	G14	sample	M-015387-00	ARPM1	84517	NM_032487	0.9314340635	1.2499148628	1.3419252223	0.0077007902	0.9875695126	0.8752986144	1.2792167245	1.220613001	120760	120912	102432	101472	11	0.341925222332176
20	G16	sample	M-014902-00	LOC84518	84518	NM_032488	0.6511557401	0.9949014148	1.5279008594	5.84e-05	0.6827281649	0.6195833152	1.0256013188	0.9642015109	83484	85588	82124	80156	11	0.527900859437413
20	G17	sample	M-014802-00	FLJ21742	84167	NM_032207	0.7566555175	1.0040855956	1.3270049214	0.0104840116	0.8145894668	0.6987215683	1.0291979919	0.9789731992	99608	96520	82412	81384	11	0.327004921342756
20	G22	sample	M-013413-00	HOP	84525	NM_032495	0.8213424726	0.433183064	0.5274085762	2.12e-10	0.8642459928	0.7784389524	0.4390938382	0.4272722899	105680	107532	35160	35520	11	-0.472591423795804
20	H05	sample	M-006805-00	MGC13186	84284	NM_032324	0.7221263263	0.5041337797	0.6981240835	0.0009776757	0.7777886817	0.6664639708	0.5269126058	0.4813549536	95108	92064	42192	40016	11	-0.30187591647854
20	H06	sample	M-014939-00	BEX2	84707	NM_032621	0.8072883801	1.1221753978	1.3900551839	0.0023999206	0.8759241086	0.7386526517	1.1031296051	1.1412211904	107108	102036	88332	94872	11	0.390055183925095
20	H08	sample	M-010682-00	OSAP	84709	NM_032623	0.8431630096	0.4419499192	0.524157149	1.61e-10	0.9139679424	0.7723580767	0.4356969803	0.4482028581	111760	106692	34888	37260	11	-0.475842851033194
20	H16	sample	M-004320-01	FAPP2	84725	NM_032639	0.6206927589	0.8139858021	1.3114150124	0.0148755424	0.6658161596	0.5755693582	0.8163948348	0.8115767695	81416	79508	65372	67468	11	0.311415012465357
20	H21	sample	M-014860-00	MGC4238	84292	NM_032332	0.8643760749	0.5607694318	0.6487563089	5.32e-05	0.9561334642	0.7726186857	0.5689237455	0.5526151181	116916	106728	45556	45940	11	-0.35124369119953
20	H24	sample	M-005824-01	CNDP1	84735	NM_032649	0.9691130356	1.282651064	1.3235309164	0.0113366271	1.0439319594	0.8942941117	1.303694083	1.261608045	127652	123536	104392	104880	11	0.323530916362154
20	I05	sample	M-019225-00	SLA2	84174	NM_032214	0.8853521185	0.3775416529	0.4264310719	7.75e-18	0.9765129212	0.7941913159	0.3582686015	0.3968147043	119408	109708	28688	32988	11	-0.573568928125089
20	I07	sample	M-028916-00	MYH16	84176	XM_376656	0.8601770668	0.5828408054	0.6775823582	0.0003456797	0.9437684004	0.7765857331	0.5838599296	0.5818216812	115404	107276	46752	48368	11	-0.3224176417512
20	I18	sample	M-014907-00	TA-KRP	84541	NM_032505	0.9235420686	1.2173667003	1.3181496997	0.0128235743	0.9877984953	0.8592856419	1.217873467	1.2168599336	120788	118700	97520	101160	11	0.318149699607523
20	I24	sample	M-013578-00	PGBD1	84547	NM_032507	0.7208630335	0.3955971927	0.5487827428	3.01e-09	0.7376185803	0.7041074867	0.3942353323	0.3969590531	90196	97264	31568	33000	11	-0.451217257210069
20	J08	sample	M-008931-00	FUT10	84750	NM_032664	0.8277800544	1.1497180366	1.3889172981	0.0025007937	0.9009813543	0.7545787546	1.0976846417	1.2017514315	110172	104236	87896	99904	11	0.388917298042297
20	J10	sample	M-015099-00	MGC4655	84752	NM_033309	0.8385559982	0.5359169098	0.6390949572	2.14e-05	0.8828917239	0.7942202725	0.5231161176	0.548717702	107960	109712	41888	45616	11	-0.360905042775472
20	J17	sample	M-014867-00	MGC13045	84304	NM_032344	0.8815196878	1.1742843837	1.3321136215	0.0093003504	0.9559044815	0.8071348941	1.2090316457	1.1395371217	116888	111496	96812	94732	11	0.332113621455977
20	J20	sample	M-014961-00	MGC13010	84773	NM_032687	0.870310715	0.5693992199	0.6542482014	6.55e-05	0.9301275761	0.810493854	0.5593825711	0.5794158687	113736	111960	44792	48168	11	-0.345751798692623
20	J23	sample	M-014870-00	ZNF397	84307	NM_032347	0.916790527	0.6052253786	0.660156667	9.09e-05	0.961988878	0.8715921759	0.6236731024	0.5867776548	117632	120400	49940	48780	11	-0.339843333009256
20	K13	sample	M-022292-00	RKHD3	84206	NM_032246	0.9603162429	1.3032292018	1.3570833686	0.0056164793	1.0049394832	0.9156930026	1.3381622	1.2682962036	122884	126492	107152	105436	11	0.357083368562483
20	K15	sample	M-014816-00	ANKRD20A	84210	NM_032250	0.8127097242	1.0800550991	1.3289555507	0.0099342161	0.8772980046	0.7481214438	1.0824986887	1.0776115094	107276	103344	86680	89584	11	0.328955550658834
20	K16	sample	M-014890-00	MT4	84560	NM_032935	0.8697103291	0.601470476	0.6915756384	0.0006286471	0.9486751717	0.7907454864	0.6588905263	0.5440504258	116004	109232	52760	45228	11	-0.308424361583705
20	K18	sample	M-007389-00	SLC12A8	84561	NM_024628	0.7159955318	1.1376401142	1.5888927565	8.43e-06	0.765063788	0.6669272756	1.1669705522	1.1083096762	93552	92128	93444	92136	11	0.588892756551138
20	K24	sample	M-014913-00	GNPTAG	84572	NM_032520	0.8643868995	0.4975339272	0.5755917026	4.06e-08	0.9063788027	0.8223949963	0.559182756	0.4358850984	110832	113604	44776	36236	11	-0.424408297386511
20	L08	sample	M-014968-00	MGC12966	84792	NM_032706	0.9716661991	1.2636702218	1.3005188643	0.0191146943	1.0288845273	0.914447871	1.2605839598	1.2667564837	125812	126320	100940	105308	11	0.300518864251367
20	L09	sample	M-014873-00	MGC11257	84310	NM_032350	0.8812697869	1.1903556549	1.3507278617	0.0062021539	0.9444880602	0.8180515137	1.2339086345	1.1468026753	115492	113004	98804	95336	11	0.350727861691163
20	L13	sample	M-014874-00	BRMS1L	84312	NM_032352	0.8473738554	1.1104789262	1.3104946761	0.0154782724	0.9172064115	0.7775412993	1.0505782152	1.1703796372	112156	107408	84124	97296	11	0.310494676137727
20	L16	sample	M-014971-00	MGC13170	84798	NM_199249	0.8870707495	1.3770170023	1.552319252	2.56e-05	0.9552502453	0.8188912537	1.3617903439	1.3922436607	116808	113120	109044	115740	11	0.552319251960635
20	L19	sample	M-014875-00	MGC13272	84315	NM_032355	0.9070222534	0.5452391473	0.6011309483	8.81e-07	0.9729146222	0.8411298846	0.5747683393	0.5157099553	118968	116192	46024	42872	11	-0.398869051717138
20	L24	sample	M-031715-00	MGC13275	84808	XM_372194	1.0202030707	1.3658997729	1.338850874	0.0089521172	1.0743866536	0.9660194878	1.4506081874	1.2811913583	131376	133444	116156	106508	11	0.338850873986102
20	M10	sample	M-009895-00	NT5C1A	84618	NM_032526	0.8639404202	1.1418553167	1.3216829425	0.0126214957	0.9144913314	0.813389509	1.0861453156	1.1975653178	111824	112360	86972	99556	11	0.321682942483075
20	M11	sample	M-014824-00	DKFZP434B227	84223	NM_032263	0.8806746226	1.227371583	1.3936720232	0.0023755502	0.9358848544	0.8254643907	1.2713240253	1.1834191406	114440	114028	101800	98380	11	0.393672023154405
20	M14	sample	M-008402-00	ST6GALII	84620	NM_032528	0.9170173968	1.3250189895	1.4449224126	0.0006492867	0.9422309454	0.8918038483	1.3482528661	1.3017851128	115216	123192	107960	108220	11	0.444922412597085
20	M18	sample	M-021455-00	KIRREL3	84623	NM_032531	0.919611106	1.2106886506	1.3165224329	0.0144791645	0.9510958456	0.8881263664	1.2537402902	1.167637011	116300	122684	100392	97068	11	0.316522432907634
20	M22	sample	M-025366-00	KIAA1862	84626	XM_044212	1.0223098878	1.4095185105	1.3787585617	0.0032222974	1.1050376186	0.939582157	1.4049004671	1.4141365539	135124	129792	112496	117560	11	0.378758561685507
20	N06	sample	M-014974-00	MGC13125	84811	NM_032725	0.7380635038	1.2093068483	1.6384861763	2.07e-06	0.7595682041	0.7165588035	1.1289057622	1.2897079344	92880	98984	90396	107216	11	0.638486176424864
20	N22	sample	M-014980-00	C6ORF105	84830	NM_032744	0.9523063239	0.6529019798	0.6856008024	0.0004551237	0.9963035656	0.9083090822	0.6246222244	0.6811817351	121828	125472	50016	56628	11	-0.31439919764876
20	N24	sample	M-014982-00	USMG5	84833	NM_032747	0.7965726512	0.5482344027	0.6882415582	0.0004551237	0.835786719	0.7573585834	0.6028923246	0.4935764808	102200	104620	48276	41032	11	-0.311758441776641
20	O07	sample	M-014830-00	DKFZP547F072	84234	NM_032274	1.0303992092	1.3873996018	1.3464680381	0.0070608154	1.0830225711	0.9777758473	1.4279291655	1.346870038	132432	135068	114340	111968	11	0.346468038176363
20	O12	sample	M-007954-00	IL1F10	84639	NM_032556	0.9504750203	1.2942702193	1.3617088211	0.0049745202	1.0042525352	0.8966975054	1.3036441292	1.2848963095	122800	123868	104388	106816	11	0.361708821070844
20	O15	sample	M-021844-00	ZDHHC18	84243	XM_046911	0.713954549	1.2785588351	1.7908126463	9.14e-09	0.7295060517	0.6984030462	1.3074905712	1.2496270991	89204	96476	104696	103884	11	0.790812646309703
20	O16	sample	M-016823-00	C22ORF23	84645	NM_032561	0.7573448703	0.4683308313	0.6183851633	3.23e-06	0.7726202159	0.7420695247	0.5044333991	0.4322282635	94476	102508	40392	35932	11	-0.381614836693243
20	O18	sample	M-010290-00	PLA2G12B	84647	NM_032562	0.8674922615	1.1385926398	1.3125104283	0.015694488	0.8757278377	0.8592566853	1.1782101556	1.0989751239	107084	118696	94344	91360	11	0.312510428371124
20	P05	sample	M-014885-00	C14ORF153	84334	NM_032374	0.8004720898	1.2079532352	1.5090510345	9.29e-05	0.8555446516	0.745399528	1.2057346954	1.210171775	104616	102968	96548	100604	11	0.509051034498667
20	P06	sample	M-009831-00	MGC15429	84836	NM_032750	0.5488028093	0.7434719448	1.3547159966	0.005993724	0.5602878639	0.5373177547	0.741863776	0.7450801136	68512	74224	59404	61940	11	0.354715996713467
20	P09	sample	M-014888-00	MGC4549	84337	NM_032377	0.6546051927	0.4089707205	0.6247593589	6.6e-06	0.6774942754	0.63171611	0.4084721632	0.4094692778	82844	87264	32708	34040	11	-0.375240641136454
20	P10	sample	M-016157-00	MGC15631	84839	NM_032753	0.6122618397	1.1370784375	1.8571767238	8.24e-10	0.62260386	0.6019198193	1.1246596898	1.1494971852	76132	83148	90056	95560	11	0.857176723850717
20	P18	sample	M-014987-00	PHF5A	84844	NM_032758	0.5347168263	1.1405842537	2.1330622071	2.18e-14	0.5618253189	0.5076083337	1.119064865	1.1621036424	68700	70120	89608	96608	11	1.13306220713556
20	P21	sample	M-013518-00	KRTAP9-2	83899	NM_031961	0.5447417199	0.8614286314	1.5813524098	9.54e-06	0.5952240759	0.4942593638	0.8713440068	0.851513256	72784	68276	69772	70788	11	0.58135240979377
20	P22	sample	M-014989-00	MGC16121	84848	NM_032762	0.645014457	0.3671930528	0.569278795	3.13e-08	0.6579653255	0.6320635886	0.3646127332	0.3697733725	80456	87312	29196	30740	11	-0.430721205026361
21	A10	sample	M-024214-00	KIAA1729	85460	XM_114418	0.7575204871	0.3796167713	0.5011306991	6.68e-12	0.8309575556	0.6840834186	0.3762686531	0.3829648895	103996	96308	31216	30628	11	-0.498869300877552
21	A14	sample	M-024060-00	KIAA1727	85462	XM_034262	0.7921143568	0.3263398	0.4119857155	2.97e-19	0.8703975965	0.7138311172	0.3286323859	0.3240472142	108932	100496	27264	25916	11	-0.58801428451852
21	A17	sample	M-008420-01	FLJ14431	84869	NM_032783	0.7856472233	1.5671613613	1.9947392606	3.53e-12	0.8652198926	0.7060745539	1.5222390974	1.6120836251	108284	99404	126288	128928	11	0.994739260665999
21	A20	sample	M-013685-00	EFG1	85476	NM_024996	0.7928684384	1.3244852919	1.6704981908	5.87e-07	0.8432945538	0.742442323	1.3281743449	1.3207962389	105540	104524	110188	105632	11	0.67049819081309
21	A23	sample	M-014995-00	FLJ14451	84872	NM_032786	0.7786450667	1.2563207778	1.6134704136	3.05e-06	0.872155459	0.6851346744	1.3117812975	1.2008602581	109152	96456	108828	96040	11	0.613470413579389
21	B07	sample	M-021473-00	JUB	84962	NM_198086	0.9738909363	0.3978358553	0.4085014456	1.44e-19	1.0814050115	0.866376861	0.3808972783	0.4147744323	135340	121972	31600	33172	11	-0.591498554415261
21	B21	sample	M-005790-00	APG4D	84971	NM_032885	0.9382647316	0.4732443666	0.5043825592	8.88e-12	1.0146701611	0.8618593022	0.4539909838	0.4924977493	126988	121336	37664	39388	11	-0.495617440807171
21	B22	sample	M-023805-00	ZNF616	90317	XM_030892	0.9603307935	0.4579293378	0.4768454171	1.37e-13	1.0482613142	0.8724002728	0.4706251055	0.4452335701	131192	122820	39044	35608	11	-0.523154582879675
21	B24	sample	M-023807-00	LOC90321	90321	XM_030896	0.6133375401	0.7989789713	1.3026741705	0.015694488	0.6896254155	0.5370496647	0.8297774885	0.7681804541	86308	75608	68840	61436	11	0.302674170522373
21	C20	sample	M-027120-00	ANKRD13	88455	NM_033121	0.9212528626	1.2268586858	1.3317284925	0.0098695782	0.972833035	0.8696726901	1.2476555531	1.2060618185	121752	122436	103508	96456	11	0.331728492440275
21	C22	sample	M-015066-00	LOC88523	88523	NM_033111	0.8206321511	1.1259463432	1.3720475633	0.0040708865	0.8538736896	0.7873906126	1.1542633977	1.0976292888	106864	110852	95760	87784	11	0.372047563260528
21	D13	sample	M-015040-00	BJ-TSA-9	84985	NM_032899	0.5729984738	0.834778377	1.4568596868	0.0004727828	0.5804781386	0.565518809	0.846459825	0.8230969291	72648	79616	70224	65828	11	0.456859686752625
21	D20	sample	M-016393-00	MGC39325	90362	NM_147189	0.9283001403	1.2588871168	1.356120787	0.0054836584	0.9905075428	0.8660927378	1.2533449049	1.2644293288	123964	121932	103980	101124	11	0.356120787015247
21	E16	sample	M-018172-00	SIGLEC10	89790	NM_033130	0.9588915744	0.6029806489	0.6288308971	9.97e-06	1.0264318589	0.8913512899	0.5961283479	0.6098329499	128460	125488	49456	48772	11	-0.371169102953795
21	E21	sample	M-015203-00	PLXDC2	84898	NM_032812	1.0118202623	0.5230185609	0.5169085661	4.61e-11	1.0660317054	0.9576088192	0.4950218172	0.5510153046	133416	134816	41068	44068	11	-0.483091433935993
21	F06	sample	M-018755-00	MGC45866	90381	NM_152259	0.767236892	1.1960436357	1.5588974516	2.31e-05	0.8035668627	0.7309069212	1.1702707264	1.221816545	100568	102900	97088	97716	11	0.558897451685554
21	F13	sample	M-015048-00	MGC13159	85013	NM_032927	0.8462587121	1.2525284996	1.4800775243	0.0002412687	0.8855791358	0.8069382884	1.225573154	1.2794838452	110832	113604	101676	102328	11	0.480077524391846
21	F18	sample	M-022219-00	FLJ14502	90417	XM_031561	0.7107283498	1.0604404393	1.4920474743	0.0001569873	0.7616658144	0.6597908853	1.0651141486	1.05576673	95324	92888	88364	84436	11	0.492047474290011
21	G05	sample	M-007097-00	FLJ14627	84900	NM_032814	0.8915212226	1.2259841328	1.375159785	0.0037586332	0.9293658911	0.8536765542	1.1993924929	1.2525757727	116312	120184	99504	100176	11	0.375159784930107
21	G09	sample	M-021334-00	FLJ14640	84902	NM_032816	0.8061187245	1.0999636997	1.3645182357	0.0046792057	0.8552480184	0.7569894306	1.0912948097	1.1086325898	107036	106572	90536	88664	11	0.364518235737867
21	G19	sample	M-018627-00	ZNF382	84911	NM_032825	0.8379030619	1.1365342271	1.3564030002	0.0054307799	0.9008885196	0.7749176043	1.1055181891	1.1675502651	112748	109096	91716	93376	11	0.356403000193142
21	H11	sample	M-013324-00	HIST1H2AH	85235	NM_080596	0.8668682993	1.1676638939	1.3469911114	0.0067361012	0.927224495	0.8065121036	1.1379185651	1.1974092228	116044	113544	94404	95764	11	0.346991111444372
21	I05	sample	M-015014-00	FLJ14768	84922	NM_032836	0.7533803777	1.039779015	1.3801514425	0.0032043615	0.8078176937	0.6989430617	1.0332441359	1.0463138942	101100	98400	85720	83680	11	0.380151442521437
21	I08	sample	M-007481-00	SLC25A21	89874	NM_030631	0.8702419081	0.6090107197	0.6998177334	0.0009776757	0.9355343902	0.8049494261	0.5611243702	0.6568970691	117084	113324	46552	52536	11	-0.300182266624389
21	I13	sample	M-015018-00	FLJ14803	84928	NM_032842	0.9304262859	1.2645899915	1.3591511876	0.0053851288	0.9776272053	0.8832253665	1.2948096719	1.2343703111	122352	124344	107420	98720	11	0.359151187648104
21	I16	sample	M-015802-00	KBTBD6	89890	NM_152903	0.9453421435	1.2804330728	1.3544652396	0.0058886045	0.9919457939	0.898738493	1.27668089	1.2841852556	124144	126528	105916	102704	11	0.354465239566169
21	J13	sample	M-018890-00	BAGE2	85319	NM_182482	0.8755351774	1.2778216863	1.459474981	0.0003957769	0.9425978011	0.8084725537	1.2759094525	1.2797339202	117968	113820	105852	102348	11	0.459474980942097
21	K07	sample	M-017961-00	ZFYVE19	84936	NM_032850	0.8649273133	0.462286459	0.5344801256	5.88e-10	0.9288545129	0.8010001136	0.4488802102	0.4756927078	116248	112768	37240	38044	11	-0.465519874423968
21	K08	sample	M-018681-00	LOC89944	89944	NM_138342	0.5600727717	0.8475817118	1.513342113	7.86e-05	0.6191511122	0.5009944312	0.7942431475	0.9009202761	77488	70532	65892	72052	11	0.513342113074553
